2020-11-03,ט''ז מרחשון תשפ''א
2020-11-04,י''ז מרחשון תשפ''א
2020-11-05,י''ח מרחשון תשפ''א
2020-11-06,י''ט מרחשון תשפ''א
2020-11-07,כ' מרחשון תשפ''א
2020-11-08,כ''א מרחשון תשפ''א
2020-11-09,כ''ב מרחשון תשפ''א
2020-11-10,כ''ג מרחשון תשפ''א
2020-11-11,כ''ד מרחשון תשפ''א
2020-11-12,כ''ה מרחשון תשפ''א
2020-11-13,כ''ו מרחשון תשפ''א
2020-11-14,כ''ז מרחשון תשפ''א
2020-11-15,כ''ח מרחשון תשפ''א
2020-11-16,כ''ט מרחשון תשפ''א
2020-11-17,א' כסלו תשפ''א
2020-11-18,ב' כסלו תשפ''א
2020-11-19,ג' כסלו תשפ''א
2020-11-20,ד' כסלו תשפ''א
2020-11-21,ה' כסלו תשפ''א
2020-11-22,ו' כסלו תשפ''א
2020-11-23,ז' כסלו תשפ''א
2020-11-24,ח' כסלו תשפ''א
2020-11-25,ט' כסלו תשפ''א
2020-11-26,י' כסלו תשפ''א
2020-11-27,י''א כסלו תשפ''א
2020-11-28,י''ב כסלו תשפ''א
2020-11-29,י''ג כסלו תשפ''א
2020-11-30,י''ד כסלו תשפ''א
2020-12-01,ט''ו כסלו תשפ''א
2020-12-02,ט''ז כסלו תשפ''א
2020-12-03,י''ז כסלו תשפ''א
2020-12-04,י''ח כסלו תשפ''א
2020-12-05,י''ט כסלו תשפ''א
2020-12-06,כ' כסלו תשפ''א
2020-12-07,כ''א כסלו תשפ''א
2020-12-08,כ''ב כסלו תשפ''א
2020-12-09,כ''ג כסלו תשפ''א
2020-12-10,כ''ד כסלו תשפ''א
2020-12-11,כ''ה כסלו תשפ''א
2020-12-12,כ''ו כסלו תשפ''א
2020-12-13,כ''ז כסלו תשפ''א
2020-12-14,כ''ח כסלו תשפ''א
2020-12-15,כ''ט כסלו תשפ''א
2020-12-16,א' טבת תשפ''א
2020-12-17,ב' טבת תשפ''א
2020-12-18,ג' טבת תשפ''א
2020-12-19,ד' טבת תשפ''א
2020-12-20,ה' טבת תשפ''א
2020-12-21,ו' טבת תשפ''א
2020-12-22,ז' טבת תשפ''א
2020-12-23,ח' טבת תשפ''א
2020-12-24,ט' טבת תשפ''א
2020-12-25,י' טבת תשפ''א
2020-12-26,י''א טבת תשפ''א
2020-12-27,י''ב טבת תשפ''א
2020-12-28,י''ג טבת תשפ''א
2020-12-29,י''ד טבת תשפ''א
2020-12-30,ט''ו טבת תשפ''א
2020-12-31,ט''ז טבת תשפ''א
2021-01-01,י''ז טבת תשפ''א
2021-01-02,י''ח טבת תשפ''א
2021-01-03,י''ט טבת תשפ''א
2021-01-04,כ' טבת תשפ''א
2021-01-05,כ''א טבת תשפ''א
2021-01-06,כ''ב טבת תשפ''א
2021-01-07,כ''ג טבת תשפ''א
2021-01-08,כ''ד טבת תשפ''א
2021-01-09,כ''ה טבת תשפ''א
2021-01-10,כ''ו טבת תשפ''א
2021-01-11,כ''ז טבת תשפ''א
2021-01-12,כ''ח טבת תשפ''א
2021-01-13,כ''ט טבת תשפ''א
2021-01-14,א' שבט תשפ''א
2021-01-15,ב' שבט תשפ''א
2021-01-16,ג' שבט תשפ''א
2021-01-17,ד' שבט תשפ''א
2021-01-18,ה' שבט תשפ''א
2021-01-19,ו' שבט תשפ''א
2021-01-20,ז' שבט תשפ''א
2021-01-21,ח' שבט תשפ''א
2021-01-22,ט' שבט תשפ''א
2021-01-23,י' שבט תשפ''א
2021-01-24,י''א שבט תשפ''א
2021-01-25,י''ב שבט תשפ''א
2021-01-26,י''ג שבט תשפ''א
2021-01-27,י''ד שבט תשפ''א
2021-01-28,ט''ו שבט תשפ''א
2021-01-29,ט''ז שבט תשפ''א
2021-01-30,י''ז שבט תשפ''א
2021-01-31,י''ח שבט תשפ''א
2021-02-01,י''ט שבט תשפ''א
2021-02-02,כ' שבט תשפ''א
2021-02-03,כ''א שבט תשפ''א
2021-02-04,כ''ב שבט תשפ''א
2021-02-05,כ''ג שבט תשפ''א
2021-02-06,כ''ד שבט תשפ''א
2021-02-07,כ''ה שבט תשפ''א
2021-02-08,כ''ו שבט תשפ''א
2021-02-09,כ''ז שבט תשפ''א
2021-02-10,כ''ח שבט תשפ''א
2021-02-11,כ''ט שבט תשפ''א
2021-02-12,ל' שבט תשפ''א
2021-02-13,א' אדר תשפ''א
2021-02-14,ב' אדר תשפ''א
2021-02-15,ג' אדר תשפ''א
2021-02-16,ד' אדר תשפ''א
2021-02-17,ה' אדר תשפ''א
2021-02-18,ו' אדר תשפ''א
2021-02-19,ז' אדר תשפ''א
2021-02-20,ח' אדר תשפ''א
2021-02-21,ט' אדר תשפ''א
2021-02-22,י' אדר תשפ''א
2021-02-23,י''א אדר תשפ''א
2021-02-24,י''ב אדר תשפ''א
2021-02-25,י''ג אדר תשפ''א
2021-02-26,י''ד אדר תשפ''א
2021-02-27,ט''ו אדר תשפ''א
2021-02-28,ט''ז אדר תשפ''א
2021-03-01,י''ז אדר תשפ''א
2021-03-02,י''ח אדר תשפ''א
2021-03-03,י''ט אדר תשפ''א
2021-03-04,כ' אדר תשפ''א
2021-03-05,כ''א אדר תשפ''א
2021-03-06,כ''ב אדר תשפ''א
2021-03-07,כ''ג אדר תשפ''א
2021-03-08,כ''ד אדר תשפ''א
2021-03-09,כ''ה אדר תשפ''א
2021-03-10,כ''ו אדר תשפ''א
2021-03-11,כ''ז אדר תשפ''א
2021-03-12,כ''ח אדר תשפ''א
2021-03-13,כ''ט אדר תשפ''א
2021-03-14,א' ניסן תשפ''א
2021-03-15,ב' ניסן תשפ''א
2021-03-16,ג' ניסן תשפ''א
2021-03-17,ד' ניסן תשפ''א
2021-03-18,ה' ניסן תשפ''א
2021-03-19,ו' ניסן תשפ''א
2021-03-20,ז' ניסן תשפ''א
2021-03-21,ח' ניסן תשפ''א
2021-03-22,ט' ניסן תשפ''א
2021-03-23,י' ניסן תשפ''א
2021-03-24,י''א ניסן תשפ''א
2021-03-25,י''ב ניסן תשפ''א
2021-03-26,י''ג ניסן תשפ''א
2021-03-27,י''ד ניסן תשפ''א
2021-03-28,ט''ו ניסן תשפ''א
2021-03-29,ט''ז ניסן תשפ''א
2021-03-30,י''ז ניסן תשפ''א
2021-03-31,י''ח ניסן תשפ''א
2021-04-01,י''ט ניסן תשפ''א
2021-04-02,כ' ניסן תשפ''א
2021-04-03,כ''א ניסן תשפ''א
2021-04-04,כ''ב ניסן תשפ''א
2021-04-05,כ''ג ניסן תשפ''א
2021-04-06,כ''ד ניסן תשפ''א
2021-04-07,כ''ה ניסן תשפ''א
2021-04-08,כ''ו ניסן תשפ''א
2021-04-09,כ''ז ניסן תשפ''א
2021-04-10,כ''ח ניסן תשפ''א
2021-04-11,כ''ט ניסן תשפ''א
2021-04-12,ל' ניסן תשפ''א
2021-04-13,א' אייר תשפ''א
2021-04-14,ב' אייר תשפ''א
2021-04-15,ג' אייר תשפ''א
2021-04-16,ד' אייר תשפ''א
2021-04-17,ה' אייר תשפ''א
2021-04-18,ו' אייר תשפ''א
2021-04-19,ז' אייר תשפ''א
2021-04-20,ח' אייר תשפ''א
2021-04-21,ט' אייר תשפ''א
2021-04-22,י' אייר תשפ''א
2021-04-23,י''א אייר תשפ''א
2021-04-24,י''ב אייר תשפ''א
2021-04-25,י''ג אייר תשפ''א
2021-04-26,י''ד אייר תשפ''א
2021-04-27,ט''ו אייר תשפ''א
2021-04-28,ט''ז אייר תשפ''א
2021-04-29,י''ז אייר תשפ''א
2021-04-30,י''ח אייר תשפ''א
2021-05-01,י''ט אייר תשפ''א
2021-05-02,כ' אייר תשפ''א
2021-05-03,כ''א אייר תשפ''א
2021-05-04,כ''ב אייר תשפ''א
2021-05-05,כ''ג אייר תשפ''א
2021-05-06,כ''ד אייר תשפ''א
2021-05-07,כ''ה אייר תשפ''א
2021-05-08,כ''ו אייר תשפ''א
2021-05-09,כ''ז אייר תשפ''א
2021-05-10,כ''ח אייר תשפ''א
2021-05-11,כ''ט אייר תשפ''א
2021-05-12,א' סיון תשפ''א
2021-05-13,ב' סיון תשפ''א
2021-05-14,ג' סיון תשפ''א
2021-05-15,ד' סיון תשפ''א
2021-05-16,ה' סיון תשפ''א
2021-05-17,ו' סיון תשפ''א
2021-05-18,ז' סיון תשפ''א
2021-05-19,ח' סיון תשפ''א
2021-05-20,ט' סיון תשפ''א
2021-05-21,י' סיון תשפ''א
2021-05-22,י''א סיון תשפ''א
2021-05-23,י''ב סיון תשפ''א
2021-05-24,י''ג סיון תשפ''א
2021-05-25,י''ד סיון תשפ''א
2021-05-26,ט''ו סיון תשפ''א
2021-05-27,ט''ז סיון תשפ''א
2021-05-28,י''ז סיון תשפ''א
2021-05-29,י''ח סיון תשפ''א
2021-05-30,י''ט סיון תשפ''א
2021-05-31,כ' סיון תשפ''א
2021-06-01,כ''א סיון תשפ''א
2021-06-02,כ''ב סיון תשפ''א
2021-06-03,כ''ג סיון תשפ''א
2021-06-04,כ''ד סיון תשפ''א
2021-06-05,כ''ה סיון תשפ''א
2021-06-06,כ''ו סיון תשפ''א
2021-06-07,כ''ז סיון תשפ''א
2021-06-08,כ''ח סיון תשפ''א
2021-06-09,כ''ט סיון תשפ''א
2021-06-10,ל' סיון תשפ''א
2021-06-11,א' תמוז תשפ''א
2021-06-12,ב' תמוז תשפ''א
2021-06-13,ג' תמוז תשפ''א
2021-06-14,ד' תמוז תשפ''א
2021-06-15,ה' תמוז תשפ''א
2021-06-16,ו' תמוז תשפ''א
2021-06-17,ז' תמוז תשפ''א
2021-06-18,ח' תמוז תשפ''א
2021-06-19,ט' תמוז תשפ''א
2021-06-20,י' תמוז תשפ''א
2021-06-21,י''א תמוז תשפ''א
2021-06-22,י''ב תמוז תשפ''א
2021-06-23,י''ג תמוז תשפ''א
2021-06-24,י''ד תמוז תשפ''א
2021-06-25,ט''ו תמוז תשפ''א
2021-06-26,ט''ז תמוז תשפ''א
2021-06-27,י''ז תמוז תשפ''א
2021-06-28,י''ח תמוז תשפ''א
2021-06-29,י''ט תמוז תשפ''א
2021-06-30,כ' תמוז תשפ''א
2021-07-01,כ''א תמוז תשפ''א
2021-07-02,כ''ב תמוז תשפ''א
2021-07-03,כ''ג תמוז תשפ''א
2021-07-04,כ''ד תמוז תשפ''א
2021-07-05,כ''ה תמוז תשפ''א
2021-07-06,כ''ו תמוז תשפ''א
2021-07-07,כ''ז תמוז תשפ''א
2021-07-08,כ''ח תמוז תשפ''א
2021-07-09,כ''ט תמוז תשפ''א
2021-07-10,א' אב תשפ''א
2021-07-11,ב' אב תשפ''א
2021-07-12,ג' אב תשפ''א
2021-07-13,ד' אב תשפ''א
2021-07-14,ה' אב תשפ''א
2021-07-15,ו' אב תשפ''א
2021-07-16,ז' אב תשפ''א
2021-07-17,ח' אב תשפ''א
2021-07-18,ט' אב תשפ''א
2021-07-19,י' אב תשפ''א
2021-07-20,י''א אב תשפ''א
2021-07-21,י''ב אב תשפ''א
2021-07-22,י''ג אב תשפ''א
2021-07-23,י''ד אב תשפ''א
2021-07-24,ט''ו אב תשפ''א
2021-07-25,ט''ז אב תשפ''א
2021-07-26,י''ז אב תשפ''א
2021-07-27,י''ח אב תשפ''א
2021-07-28,י''ט אב תשפ''א
2021-07-29,כ' אב תשפ''א
2021-07-30,כ''א אב תשפ''א
2021-07-31,כ''ב אב תשפ''א
2021-08-01,כ''ג אב תשפ''א
2021-08-02,כ''ד אב תשפ''א
2021-08-03,כ''ה אב תשפ''א
2021-08-04,כ''ו אב תשפ''א
2021-08-05,כ''ז אב תשפ''א
2021-08-06,כ''ח אב תשפ''א
2021-08-07,כ''ט אב תשפ''א
2021-08-08,ל' אב תשפ''א
2021-08-09,א' אלול תשפ''א
2021-08-10,ב' אלול תשפ''א
2021-08-11,ג' אלול תשפ''א
2021-08-12,ד' אלול תשפ''א
2021-08-13,ה' אלול תשפ''א
2021-08-14,ו' אלול תשפ''א
2021-08-15,ז' אלול תשפ''א
2021-08-16,ח' אלול תשפ''א
2021-08-17,ט' אלול תשפ''א
2021-08-18,י' אלול תשפ''א
2021-08-19,י''א אלול תשפ''א
2021-08-20,י''ב אלול תשפ''א
2021-08-21,י''ג אלול תשפ''א
2021-08-22,י''ד אלול תשפ''א
2021-08-23,ט''ו אלול תשפ''א
2021-08-24,ט''ז אלול תשפ''א
2021-08-25,י''ז אלול תשפ''א
2021-08-26,י''ח אלול תשפ''א
2021-08-27,י''ט אלול תשפ''א
2021-08-28,כ' אלול תשפ''א
2021-08-29,כ''א אלול תשפ''א
2021-08-30,כ''ב אלול תשפ''א
2021-08-31,כ''ג אלול תשפ''א
2021-09-01,כ''ד אלול תשפ''א
2021-09-02,כ''ה אלול תשפ''א
2021-09-03,כ''ו אלול תשפ''א
2021-09-04,כ''ז אלול תשפ''א
2021-09-05,כ''ח אלול תשפ''א
2021-09-06,כ''ט אלול תשפ''א
2021-09-07,א' תשרי תשפ''ב
2021-09-08,ב' תשרי תשפ''ב
2021-09-09,ג' תשרי תשפ''ב
2021-09-10,ד' תשרי תשפ''ב
2021-09-11,ה' תשרי תשפ''ב
2021-09-12,ו' תשרי תשפ''ב
2021-09-13,ז' תשרי תשפ''ב
2021-09-14,ח' תשרי תשפ''ב
2021-09-15,ט' תשרי תשפ''ב
2021-09-16,י' תשרי תשפ''ב
2021-09-17,י''א תשרי תשפ''ב
2021-09-18,י''ב תשרי תשפ''ב
2021-09-19,י''ג תשרי תשפ''ב
2021-09-20,י''ד תשרי תשפ''ב
2021-09-21,ט''ו תשרי תשפ''ב
2021-09-22,ט''ז תשרי תשפ''ב
2021-09-23,י''ז תשרי תשפ''ב
2021-09-24,י''ח תשרי תשפ''ב
2021-09-25,י''ט תשרי תשפ''ב
2021-09-26,כ' תשרי תשפ''ב
2021-09-27,כ''א תשרי תשפ''ב
2021-09-28,כ''ב תשרי תשפ''ב
2021-09-29,כ''ג תשרי תשפ''ב
2021-09-30,כ''ד תשרי תשפ''ב
2021-10-01,כ''ה תשרי תשפ''ב
2021-10-02,כ''ו תשרי תשפ''ב
2021-10-03,כ''ז תשרי תשפ''ב
2021-10-04,כ''ח תשרי תשפ''ב
2021-10-05,כ''ט תשרי תשפ''ב
2021-10-06,ל' תשרי תשפ''ב
2021-10-07,א' מרחשון תשפ''ב
2021-10-08,ב' מרחשון תשפ''ב
2021-10-09,ג' מרחשון תשפ''ב
2021-10-10,ד' מרחשון תשפ''ב
2021-10-11,ה' מרחשון תשפ''ב
2021-10-12,ו' מרחשון תשפ''ב
2021-10-13,ז' מרחשון תשפ''ב
2021-10-14,ח' מרחשון תשפ''ב
2021-10-15,ט' מרחשון תשפ''ב
2021-10-16,י' מרחשון תשפ''ב
2021-10-17,י''א מרחשון תשפ''ב
2021-10-18,י''ב מרחשון תשפ''ב
2021-10-19,י''ג מרחשון תשפ''ב
2021-10-20,י''ד מרחשון תשפ''ב
2021-10-21,ט''ו מרחשון תשפ''ב
2021-10-22,ט''ז מרחשון תשפ''ב
2021-10-23,י''ז מרחשון תשפ''ב
2021-10-24,י''ח מרחשון תשפ''ב
2021-10-25,י''ט מרחשון תשפ''ב
2021-10-26,כ' מרחשון תשפ''ב
2021-10-27,כ''א מרחשון תשפ''ב
2021-10-28,כ''ב מרחשון תשפ''ב
2021-10-29,כ''ג מרחשון תשפ''ב
2021-10-30,כ''ד מרחשון תשפ''ב
2021-10-31,כ''ה מרחשון תשפ''ב
2021-11-01,כ''ו מרחשון תשפ''ב
2021-11-02,כ''ז מרחשון תשפ''ב
2021-11-03,כ''ח מרחשון תשפ''ב
2021-11-04,כ''ט מרחשון תשפ''ב
2021-11-05,א' כסלו תשפ''ב
2021-11-06,ב' כסלו תשפ''ב
2021-11-07,ג' כסלו תשפ''ב
2021-11-08,ד' כסלו תשפ''ב
2021-11-09,ה' כסלו תשפ''ב
2021-11-10,ו' כסלו תשפ''ב
2021-11-11,ז' כסלו תשפ''ב
2021-11-12,ח' כסלו תשפ''ב
2021-11-13,ט' כסלו תשפ''ב
2021-11-14,י' כסלו תשפ''ב
2021-11-15,י''א כסלו תשפ''ב
2021-11-16,י''ב כסלו תשפ''ב
2021-11-17,י''ג כסלו תשפ''ב
2021-11-18,י''ד כסלו תשפ''ב
2021-11-19,ט''ו כסלו תשפ''ב
2021-11-20,ט''ז כסלו תשפ''ב
2021-11-21,י''ז כסלו תשפ''ב
2021-11-22,י''ח כסלו תשפ''ב
2021-11-23,י''ט כסלו תשפ''ב
2021-11-24,כ' כסלו תשפ''ב
2021-11-25,כ''א כסלו תשפ''ב
2021-11-26,כ''ב כסלו תשפ''ב
2021-11-27,כ''ג כסלו תשפ''ב
2021-11-28,כ''ד כסלו תשפ''ב
2021-11-29,כ''ה כסלו תשפ''ב
2021-11-30,כ''ו כסלו תשפ''ב
2021-12-01,כ''ז כסלו תשפ''ב
2021-12-02,כ''ח כסלו תשפ''ב
2021-12-03,כ''ט כסלו תשפ''ב
2021-12-04,ל' כסלו תשפ''ב
2021-12-05,א' טבת תשפ''ב
2021-12-06,ב' טבת תשפ''ב
2021-12-07,ג' טבת תשפ''ב
2021-12-08,ד' טבת תשפ''ב
2021-12-09,ה' טבת תשפ''ב
2021-12-10,ו' טבת תשפ''ב
2021-12-11,ז' טבת תשפ''ב
2021-12-12,ח' טבת תשפ''ב
2021-12-13,ט' טבת תשפ''ב
2021-12-14,י' טבת תשפ''ב
2021-12-15,י''א טבת תשפ''ב
2021-12-16,י''ב טבת תשפ''ב
2021-12-17,י''ג טבת תשפ''ב
2021-12-18,י''ד טבת תשפ''ב
2021-12-19,ט''ו טבת תשפ''ב
2021-12-20,ט''ז טבת תשפ''ב
2021-12-21,י''ז טבת תשפ''ב
2021-12-22,י''ח טבת תשפ''ב
2021-12-23,י''ט טבת תשפ''ב
2021-12-24,כ' טבת תשפ''ב
2021-12-25,כ''א טבת תשפ''ב
2021-12-26,כ''ב טבת תשפ''ב
2021-12-27,כ''ג טבת תשפ''ב
2021-12-28,כ''ד טבת תשפ''ב
2021-12-29,כ''ה טבת תשפ''ב
2021-12-30,כ''ו טבת תשפ''ב
2021-12-31,כ''ז טבת תשפ''ב
2022-01-01,כ''ח טבת תשפ''ב
2022-01-02,כ''ט טבת תשפ''ב
2022-01-03,א' שבט תשפ''ב
2022-01-04,ב' שבט תשפ''ב
2022-01-05,ג' שבט תשפ''ב
2022-01-06,ד' שבט תשפ''ב
2022-01-07,ה' שבט תשפ''ב
2022-01-08,ו' שבט תשפ''ב
2022-01-09,ז' שבט תשפ''ב
2022-01-10,ח' שבט תשפ''ב
2022-01-11,ט' שבט תשפ''ב
2022-01-12,י' שבט תשפ''ב
2022-01-13,י''א שבט תשפ''ב
2022-01-14,י''ב שבט תשפ''ב
2022-01-15,י''ג שבט תשפ''ב
2022-01-16,י''ד שבט תשפ''ב
2022-01-17,ט''ו שבט תשפ''ב
2022-01-18,ט''ז שבט תשפ''ב
2022-01-19,י''ז שבט תשפ''ב
2022-01-20,י''ח שבט תשפ''ב
2022-01-21,י''ט שבט תשפ''ב
2022-01-22,כ' שבט תשפ''ב
2022-01-23,כ''א שבט תשפ''ב
2022-01-24,כ''ב שבט תשפ''ב
2022-01-25,כ''ג שבט תשפ''ב
2022-01-26,כ''ד שבט תשפ''ב
2022-01-27,כ''ה שבט תשפ''ב
2022-01-28,כ''ו שבט תשפ''ב
2022-01-29,כ''ז שבט תשפ''ב
2022-01-30,כ''ח שבט תשפ''ב
2022-01-31,כ''ט שבט תשפ''ב
2022-02-01,ל' שבט תשפ''ב
2022-02-02,א' אדר א' תשפ''ב
2022-02-03,ב' אדר א' תשפ''ב
2022-02-04,ג' אדר א' תשפ''ב
2022-02-05,ד' אדר א' תשפ''ב
2022-02-06,ה' אדר א' תשפ''ב
2022-02-07,ו' אדר א' תשפ''ב
2022-02-08,ז' אדר א' תשפ''ב
2022-02-09,ח' אדר א' תשפ''ב
2022-02-10,ט' אדר א' תשפ''ב
2022-02-11,י' אדר א' תשפ''ב
2022-02-12,י''א אדר א' תשפ''ב
2022-02-13,י''ב אדר א' תשפ''ב
2022-02-14,י''ג אדר א' תשפ''ב
2022-02-15,י''ד אדר א' תשפ''ב
2022-02-16,ט''ו אדר א' תשפ''ב
2022-02-17,ט''ז אדר א' תשפ''ב
2022-02-18,י''ז אדר א' תשפ''ב
2022-02-19,י''ח אדר א' תשפ''ב
2022-02-20,י''ט אדר א' תשפ''ב
2022-02-21,כ' אדר א' תשפ''ב
2022-02-22,כ''א אדר א' תשפ''ב
2022-02-23,כ''ב אדר א' תשפ''ב
2022-02-24,כ''ג אדר א' תשפ''ב
2022-02-25,כ''ד אדר א' תשפ''ב
2022-02-26,כ''ה אדר א' תשפ''ב
2022-02-27,כ''ו אדר א' תשפ''ב
2022-02-28,כ''ז אדר א' תשפ''ב
2022-03-01,כ''ח אדר א' תשפ''ב
2022-03-02,כ''ט אדר א' תשפ''ב
2022-03-03,ל' אדר א' תשפ''ב
2022-03-04,א' אדר ב' תשפ''ב
2022-03-05,ב' אדר ב' תשפ''ב
2022-03-06,ג' אדר ב' תשפ''ב
2022-03-07,ד' אדר ב' תשפ''ב
2022-03-08,ה' אדר ב' תשפ''ב
2022-03-09,ו' אדר ב' תשפ''ב
2022-03-10,ז' אדר ב' תשפ''ב
2022-03-11,ח' אדר ב' תשפ''ב
2022-03-12,ט' אדר ב' תשפ''ב
2022-03-13,י' אדר ב' תשפ''ב
2022-03-14,י''א אדר ב' תשפ''ב
2022-03-15,י''ב אדר ב' תשפ''ב
2022-03-16,י''ג אדר ב' תשפ''ב
2022-03-17,י''ד אדר ב' תשפ''ב
2022-03-18,ט''ו אדר ב' תשפ''ב
2022-03-19,ט''ז אדר ב' תשפ''ב
2022-03-20,י''ז אדר ב' תשפ''ב
2022-03-21,י''ח אדר ב' תשפ''ב
2022-03-22,י''ט אדר ב' תשפ''ב
2022-03-23,כ' אדר ב' תשפ''ב
2022-03-24,כ''א אדר ב' תשפ''ב
2022-03-25,כ''ב אדר ב' תשפ''ב
2022-03-26,כ''ג אדר ב' תשפ''ב
2022-03-27,כ''ד אדר ב' תשפ''ב
2022-03-28,כ''ה אדר ב' תשפ''ב
2022-03-29,כ''ו אדר ב' תשפ''ב
2022-03-30,כ''ז אדר ב' תשפ''ב
2022-03-31,כ''ח אדר ב' תשפ''ב
2022-04-01,כ''ט אדר ב' תשפ''ב
